"finn_id","title","price","size_sqm","rooms","address","neighborhood","property_type","year_built","broker","url","scraped_at","lat","lon","category","category_confidence","category_reasoning","classified_at","standard","standard_confidence","standard_reasoning"
"459416591","Homansbyen/Bislett - Lys og arealeffektiv 2-roms | Funksjonell planløsning | Varmtvann inkl. | Sentral og attraktiv beliggenhet | Nær alt |",4879197,48,2,"Welhavens gate 8A, Oslo",NA,"Leilighet",1938,"EIE Eiendomsmegling","https://www.finn.no/realestate/homes/ad.html?finnkode=459416591","2026-04-20T15:17:17",NA,NA,"Central urban","high","Central Oslo location (Bislett/Homansbyen), 2-room apartment in convenient mid-range price bracket, good public transport access.","2026-04-20T15:44:33","Average / dated","medium","Built 1938 with no mention of renovation despite being 86 years old. Description focuses on location and layout rather than interior finishes, suggesting original or dated conditions."
"460258800","Høybråten - Familievennlig vertikaldel av tomannsbolig på 2 plan | To uteplasser & hage | Varmepumpe fra 2024 | Separat vaskerom",5525840,124,3,"Linjeveien 26D, Oslo",NA,"Tomannsbolig",1999,"Otg","https://www.finn.no/realestate/homes/ad.html?finnkode=460258800","2026-04-20T15:17:17",NA,NA,"Family home","high","3-room semi-detached house in suburban area (Høybråten) with outdoor space, garden, and family-oriented features (heat pump, laundry room).","2026-04-20T15:44:33","Renovation project","high","Price/m² of 44,563 NOK is significantly below Oslo average, well under 50,000 NOK/m² threshold for renovation projects. Only recent addition is 2024 heat pump, suggesting otherwise dated property."
"460267658","St. Hanshaugen - Lys og innbydende 2-roms. Et flott førstegangskjøp! God takhøyde. Lave fellesutgifter og ingen dokumentavgift.",3991090,32,1,"Herman Foss' gate 6A, Oslo",NA,"Leilighet",1897,"PrivatMegleren","https://www.finn.no/realestate/homes/ad.html?finnkode=460267658","2026-04-20T15:17:17",NA,NA,"Starter / budget","high","Small 1-room apartment under 4M NOK in central location, explicitly marketed as first-time buyer property with low fees.","2026-04-20T15:44:33","Average / dated","medium","Built 1897 (126 years old) with no renovation mentioned. Description emphasizes location and layout ('lys og innbydende') but provides no details about interior finishes, suggesting original/dated condition."
"460105772","Fredensborg - Lys og luftig 3-roms toppleilighet med takterrasse | Gjennomgående planløsning | God takhøyde | Skjermet beliggenhet",5913720,58,3,"Møllergata 38C, Oslo",NA,"Leilighet",1879,"PrivatMegleren","https://www.finn.no/realestate/homes/ad.html?finnkode=460105772","2026-04-20T15:17:17",NA,NA,"Central urban","high","Central Oslo location (Fredensborg), 3-room apartment with rooftop terrace, mid-range price, attractive urban positioning.","2026-04-20T15:44:33","Average / dated","medium","Built 1879 (145 years old) with no explicit renovation mentioned. Description focuses on architectural features (takhøyde, planløsning) rather than modern finishes, indicating original character but likely dated interior."
"431364091","BYGDØY - Bygdøy | 172 m² over ett plan m/ privat inngang, solrik vestvendt terrasse, hage på tre sider, heis og to garasjeplasser",34809072,184,3,"Løchenveien 32 A, Oslo",NA,"Tomannsbolig",2022,"Partners","https://www.finn.no/realestate/homes/ad.html?finnkode=431364091","2026-04-20T15:17:17",NA,NA,"Luxury","high","Price over 34M NOK, prestigious Bygdøy location, newly built (2022), substantial space (184 m²) with premium features and garden.","2026-04-20T15:44:33","High standard","high","Built 2022 with modern amenities (heis, garage, terrace, garden). Recent construction year and premium features (189,180 NOK/m²) indicate contemporary high-quality standards."
"460430864","GIMLE TERRASSE - Enestående selveierleilighet på hele 280 kvm BRA-i. Flott utsikt mot Bygdøy. Tre balkonger. Heisadkomst.",61749003,280,6,"Thomas Heftyes gate 42 D, Oslo",NA,"Leilighet",1913,"Partners","https://www.finn.no/realestate/homes/ad.html?finnkode=460430864","2026-04-20T15:17:17",NA,NA,"Luxury","high","Exceptional price (61.7M NOK), 280 m² with 6 rooms, Gimle Terrasse prestigious address, views toward Bygdøy, multiple balconies.","2026-04-20T15:44:33","Luxury finish","high","Large 280 m² property with premium price (220,532 NOK/m²), three balconies, elevator access, and elevated description ('Enestående'). High price point and generous space with premium features suggest luxury standard."
"458700912","Bøler - Nyoppusset og rålekker 4-roms | Oppusset 2026 | 3 sov | Nytt bad og kjøkken | Balkong med utsikt | Barnevennlig",5363106,79,4,"Bølerlia 26, Oslo",NA,"Leilighet",1965,"PrivatMegleren","https://www.finn.no/realestate/homes/ad.html?finnkode=458700912","2026-04-20T15:17:17",NA,NA,"Suburban","high","4-room apartment in outer Oslo district (Bøler), recently renovated with modern updates, family-friendly with balcony and views.","2026-04-20T15:44:33","High standard","high","Explicitly described as 'Nyoppusset' (newly renovated) with new kitchen and bathroom. Renovation completed 2026 and described as 'rålekker' (cool/excellent), indicating recently updated modern standard."
"460239916","Grefsen/Lofthus - Eksklusiv halvpart tomannsbolig. Oppgradert 2023. Panoramautsikt. Solrikt. Hage. Garasje. Høy standard. 2 bad + vaskerom",16401350,200,4,"Frennings vei 20 A, Oslo",NA,"Tomannsbolig",1935,"EIE Eiendomsmegling","https://www.finn.no/realestate/homes/ad.html?finnkode=460239916","2026-04-20T15:17:17",NA,NA,"Luxury","high","Price over 16M NOK, premium location (Grefsen), substantial property (200 m²) with panoramic views, updated 2023, 2 bathrooms plus amenities.","2026-04-20T15:44:33","High standard","high","Explicitly 'Oppgradert 2023' (upgraded 2023) with description of 'Høy standard' (high standard), 2 bathrooms plus utility room, and modern amenities. Recent upgrade confirms current high standard despite 1935 build year."
"460241158","Fredensborg - Arealeffektiv 2-roms i 5. etasje | Sentralt på Fredensborg | Ingen fellesgjeld | Bredbånd inkl | Perfekt førstegangskjøp",3578340,29,2,"Fredensborgveien 11A, Oslo",NA,"Leilighet",1882,"DNB Eiendom","https://www.finn.no/realestate/homes/ad.html?finnkode=460241158","2026-04-20T15:17:17",NA,NA,"Starter / budget","high","Small 2-room apartment at 3.58M NOK, just above budget threshold, ideal first-time buyer property in central Oslo.","2026-04-20T15:44:39","Average / dated","medium","Built in 1882 with no mention of renovation or modern upgrades. High price/m² suggests location premium, but description lacks detail about interior condition, typical of older buildings with cosmetic wear."
"447360600","Schafteløkken - Vakker & påkostet 3R hjørneleilighet | Peis | Tilbaketrukket på Frogner | Varmtvann & oppvarming ink. | Må oppleves!",8580340,79,3,"Solheimgata 11, Oslo",NA,"Leilighet",1936,"PrivatMegleren","https://www.finn.no/realestate/homes/ad.html?finnkode=447360600","2026-04-20T15:17:17",NA,NA,"Luxury","high","Premium price at 8.58M NOK, located in prestigious Frogner area, described as 'påkostet' (well-appointed) with fireplace.","2026-04-20T15:44:39","Good standard","medium","Built 1936 with description mentioning 'vakker & påkostet' (beautiful & well-appointed), includes peis (fireplace) which adds character. Moderate price/m² and positive descriptors suggest well-maintained condition without explicit recent renovation claims."
"460116659","BARNEVENNLIG OG SOLRIKT PÅ MORTENSRUD - Flott, familievennlig rekkehus over 2 plan - 3(4) soverom - Solrik balkong, markterrasse og hage - Garasje med el-lader",6140840,134,4,"Mortensrudveien 90, Oslo",NA,"Rekkehus",1995,"PrivatMegleren","https://www.finn.no/realestate/homes/ad.html?finnkode=460116659","2026-04-20T15:17:17",NA,NA,"Family home","high","3–4 bedroom detached house with garage, garden, and solar terrace—classic family property in suburban Mortensrud.","2026-04-20T15:44:39","Renovation project","high","Built 1995 with extremely low price/m² at 45,827 NOK/m² (well below Oslo median), and description lacks any mention of renovation or modern finishes despite listing amenities, indicating significant renovation potential needed."
"460252890","Frogner Atrium - Lys og innbydende 3-roms med god planløsning | Attraktiv beliggenhet på Frogner | Heis | Selvaag Pluss | HTH kjøkken",8706359,80,3,"Skovveien 4, Oslo",NA,"Leilighet",1993,"PrivatMegleren","https://www.finn.no/realestate/homes/ad.html?finnkode=460252890","2026-04-20T15:17:17",NA,NA,"Luxury","high","Price 8.71M NOK at prestigious Frogner address, modern amenities, and 'attraktiv beliggenhet' indicate luxury classification.","2026-04-20T15:44:39","High standard","high","Built 1993, described as 'lys og innbydende' (bright and inviting) with 'god planløsning' (good layout), includes HTH kjøkken (quality kitchen brand), heis, and modern developer brand Selvaag Pluss indicating recent or ongoing upgrades."
"450323504","HOLMLIA - Endehus med herlig, fri beliggenhet i blindvei - Garasje, fjernvarme, kort vei til tog! Noe modernisering.",4805736,109,4,"Ravnkroken 54 B, Oslo",NA,"Tomannsbolig",1983,"PrivatMegleren","https://www.finn.no/realestate/homes/ad.html?finnkode=450323504","2026-04-20T15:17:17",NA,NA,"Suburban","high","4-room end house in Holmlia (outer Oslo district) with garage and proximity to train, typical suburban family property.","2026-04-20T15:44:39","Average / dated","medium","Built 1983 with only 'noe modernisering' (some modernization) mentioned, suggesting partial updates rather than comprehensive renovation. Low price/m² and vague description indicate functional but dated condition."
"460386833","Sofienberg - Lys & moderne 2-roms selveier - 5. etg m/heis - Vender mot bakgård - V.vann/internett inkl. - Kort vei til ""alt""",4144412,33,1,"Trondheimsveien 64, Oslo",NA,"Leilighet",1966,"EIE Eiendomsmegling","https://www.finn.no/realestate/homes/ad.html?finnkode=460386833","2026-04-20T15:17:17",NA,NA,"Student / young professional","high","Small 1–2 room apartment at 4.14M NOK in central Sofienberg with good transport links, ideal for young professionals.","2026-04-20T15:44:39","High standard","medium","Built 1966, described as 'lys & moderne' (bright & modern) suggesting recent updates. High price/m² at 125,588 reflects quality and location. Descriptor 'moderne' indicates renovated or well-maintained condition."
"460116149","ILADALEN - Nydelig 2-roms selveier beliggende mot skjermet bakgård - Balkong med gode solforhold - Garasje* - Sentralt og rolig",5734253,57,2,"Vøyensvingen 19B, Oslo",NA,"Leilighet",1979,"EIE Eiendomsmegling","https://www.finn.no/realestate/homes/ad.html?finnkode=460116149","2026-04-20T15:17:17",NA,NA,"Central urban","high","2-room apartment at 5.73M NOK in Iladalen, central location with parking and quiet setting, mid-range city apartment.","2026-04-20T15:44:39","Good standard","medium","Built 1979, described as 'nydelig' (lovely) with positive amenities listed (balkong, garasje). Moderate price/m² and pleasant descriptors suggest well-maintained but not explicitly recently renovated."
"460143522","HOLMENKOLLENS SOLSIDE - Meget lys og romslig 2-roms leilighet. Fantastisk utsikt med stor sydvestvendt terrasse. Garasjeplass. Nærhet til marka",5289516,72,2,"Olaf Bulls vei 17, Oslo",NA,"Leilighet",1982,"PrivatMegleren","https://www.finn.no/realestate/homes/ad.html?finnkode=460143522","2026-04-20T15:17:17",NA,NA,"Waterfront / premium location","high","2-room apartment with exceptional view, large south-west facing terrace, proximity to Marka nature reserve, premium natural setting.","2026-04-20T15:44:39","Average / dated","medium","Built 1982 with focus on location and views rather than interior finishes. Relatively low price/m² and lack of renovation or modern kitchen/bathroom mentions suggest standard condition with age-appropriate wear."
"421466117","Tjuvholmen - One of a Kind: Eksklusiv og påkostet 3-roms leilighet med unik utsikt, dobbel balkong, garasje og sentral beliggenhet.",38951350,141,2,"Dyna brygge 3, Oslo",NA,"Leilighet",2014,"Beleven","https://www.finn.no/realestate/homes/ad.html?finnkode=421466117","2026-04-20T15:17:17",NA,NA,"Luxury","high","Exclusive property at 38.95M NOK in prestigious Tjuvholmen waterfront area with unique design, double balcony, and exclusive amenities.","2026-04-20T15:44:39","Luxury finish","high","Built 2014, described as 'eksklusiv og påkostet' (exclusive & high-end) with premium features (unik utsikt, dobbel balkong, sentral). Exceptionally high price/m² at 276,251 NOK/m² and luxury descriptors confirm premium finishes."
"460260326","Stovner - Romslig 4-roms i 2. etg. | Garasjeplass | Bad & WC oppusset i regi brl. 2020 | V.v inkl. | Solrik og sentral beliggenhet",4178667,92,4,"Tante Ulrikkes vei 36C, Oslo",NA,"Leilighet",1971,"EIE Eiendomsmegling","https://www.finn.no/realestate/homes/ad.html?finnkode=460260326","2026-04-20T15:17:17",NA,NA,"Central urban","medium","4-room apartment at 4.18M NOK in Stovner with recent renovations, practical central location and mid-range price point.","2026-04-20T15:44:39","Good standard","high","Built 1971, explicitly mentions 'Bad & WC oppusset i regi brl. 2020' (bathroom renovated 2020 by building association), indicating recent updates to key areas while rest of unit is functional and maintained."
"457564072","Sjelden mulighet på Røa! - Moderne enebolig fra 2018 med hybel i rolig blindvei | Dobbelgarasje m/ dir. adkomst | Solrik hage, balkong og terrasse",15273880,195,3,"Røatoppen 4D, Oslo",NA,"Enebolig",2018,"Nordvik","https://www.finn.no/realestate/homes/ad.html?finnkode=457564072","2026-04-20T15:17:17",NA,NA,"Luxury","high","Modern 2018-built single-family home on Røa with premium finishes, double garage, garden, and priced at 15.3M NOK, well above luxury threshold.","2026-04-20T15:44:46","High standard","high","Built in 2018 with modern description and price/m² of 78,328 NOK suggests a well-built modern property with quality finishes and contemporary design."
"456407599","Nydalen v/BI - Lys og smakfull leilighet i 7.etasje | Luftebalkong, heis og moderne bygg | Perfekt førstegangskjøp",NA,NA,NA,"Nydalen allé 17, Oslo",NA,NA,NA,NA,"https://www.finn.no/realestate/homes/ad.html?finnkode=456407599","2026-04-20T15:17:17",NA,NA,"Student / young professional","medium","Located in Nydalen near BI business school, described as perfect for first-time buyers, central location with good public transport suggests student or young professional housing.","2026-04-20T15:44:46","Good standard","medium","Limited information available, but title mentions 'moderne bygg', 'lys og smakfull', and 'perfekt førstegangskjøp' suggesting a functional modern property without explicit luxury indicators."
